"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z300","2019-08-27 03:00:00","182.000","0.000","0.100","24.700","0.990","991.900","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.400",""
"C0G730","2019-08-27 03:00:00","27.000","0.000","0.000","26.800","0.950","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.700",""
"C0V730","2019-08-27 03:00:00","33.000","358.000","0.900","27.100","0.990","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.100",""
"C0SA00","2019-08-27 03:00:00","466.000","284.000","0.700","22.900","1.000","958.400","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","22.900",""
"C0S900","2019-08-27 03:00:00","27.000","127.000","0.500","-99.000","0.750","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C480","2019-08-27 03:00:00","105.000","0.000","0.000","26.100","0.880","997.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.100",""
"C0V720","2019-08-27 03:00:00","15.000","43.000","1.300","27.500","0.940","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.500",""
"C0UA60","2019-08-27 03:00:00","566.000","191.000","1.800","22.600","0.970","947.900","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.500",""
"C0A980","2019-08-27 03:00:00","11.000","164.000","0.500","28.100","0.730","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.900",""
"C0C670","2019-08-27 03:00:00","250.000","138.000","0.500","24.600","0.910","982.200","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.600",""
"C0K550","2019-08-27 03:00:00","15.000","3.000","0.800","26.900","0.950","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.900",""
"C0R350","2019-08-27 03:00:00","35.000","68.000","3.500","27.700","-99.000","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.600",""
"C0T9F0","2019-08-27 03:00:00","251.000","359.000","0.400","24.200","0.990","982.600","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.000",""
"C0D390","2019-08-27 03:00:00","146.000","0.000","0.000","24.300","0.980","992.100","-99.000","0.500","-99.000","-99.000","-99.000","25.100","","24.300",""
"C0E430","2019-08-27 03:00:00","258.000","196.000","1.200","24.200","0.970","984.500","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.100",""
"C0O990","2019-08-27 03:00:00","18.000","49.000","0.700","25.900","0.990","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.900",""
"CM0010","2019-08-27 03:00:00","68.000","0.000","0.000","25.700","-99.000","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0K500","2019-08-27 03:00:00","12.000","20.000","0.700","27.000","0.970","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.900",""
"C0X260","2019-08-27 03:00:00","39.000","61.000","1.400","26.000","0.970","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0ACA0","2019-08-27 03:00:00","25.000","271.000","1.000","28.700","0.750","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.700",""
"C0X180","2019-08-27 03:00:00","62.000","86.000","0.500","25.800","0.990","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.800",""
"C0F930","2019-08-27 03:00:00","100.000","0.000","0.200","26.700","1.000","998.300","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.700",""
"C0I010","2019-08-27 03:00:00","1562.000","94.000","1.500","17.300","0.730","848.200","-99.000","0.000","-99.000","-99.000","-99.000","18.800","","16.900",""
"C0R190","2019-08-27 03:00:00","32.000","26.000","0.300","25.000","0.990","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.800",""
"C0E420","2019-08-27 03:00:00","19.000","136.000","0.300","26.300","0.910","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.800",""
"C0W160","2019-08-27 03:00:00","49.000","223.000","1.800","26.600","0.970","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.600",""
"C0I460","2019-08-27 03:00:00","110.000","173.000","0.700","26.200","0.970","997.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.200",""
"C0A9F0","2019-08-27 03:00:00","35.000","0.000","0.000","27.900","0.880","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.900",""
"C0F9A0","2019-08-27 03:00:00","425.000","0.000","0.000","24.100","0.950","962.000","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.100",""
"C0O950","2019-08-27 03:00:00","4.000","0.000","0.000","26.900","0.950","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.900",""
"C0M760","2019-08-27 03:00:00","40.000","48.000","0.500","26.200","0.990","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.200",""
"C0AH70","2019-08-27 03:00:00","34.000","0.000","0.000","28.700","0.670","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","28.700",""
"C0Z150","2019-08-27 04:00:00","27.000","221.000","1.900","25.200","0.970","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.200",""
"C0S840","2019-08-27 04:00:00","22.000","59.000","2.200","27.500","0.900","1009.500","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.300",""
"C0H9A0","2019-08-27 04:00:00","1595.000","264.000","1.200","16.000","0.990","845.700","-99.000","0.000","-99.000","-99.000","-99.000","18.600","","16.000",""
"C0Z300","2019-08-27 04:00:00","182.000","0.000","0.100","24.600","0.990","992.400","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.400",""
"C0G730","2019-08-27 04:00:00","27.000","63.000","0.600","26.500","0.950","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.500",""
"C0V730","2019-08-27 04:00:00","33.000","37.000","1.000","27.000","0.990","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.000",""
"C0SA00","2019-08-27 04:00:00","466.000","334.000","1.000","22.900","1.000","958.800","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","22.700",""
"C0S900","2019-08-27 04:00:00","27.000","81.000","1.400","-99.000","0.750","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C480","2019-08-27 04:00:00","105.000","0.000","0.000","26.600","0.880","997.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.100",""
"C0V720","2019-08-27 04:00:00","15.000","34.000","1.000","27.300","0.930","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.200",""
"C0UA60","2019-08-27 04:00:00","566.000","167.000","1.400","22.100","0.980","948.000","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.100",""
"C0A980","2019-08-27 04:00:00","11.000","238.000","0.500","27.100","0.800","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.100",""
"C0K550","2019-08-27 04:00:00","15.000","0.000","0.000","26.900","0.950","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.800",""
"C0R350","2019-08-27 04:00:00","35.000","43.000","3.200","27.200","-99.000","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.200",""
"C0T9F0","2019-08-27 04:00:00","251.000","0.000","0.100","24.200","0.990","982.800","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.800",""
"C0D390","2019-08-27 04:00:00","146.000","0.000","0.000","24.000","0.980","992.100","-99.000","0.500","-99.000","-99.000","-99.000","25.100","","24.000",""
"C0E430","2019-08-27 04:00:00","258.000","196.000","1.200","23.800","0.970","984.500","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.800",""
"C0O990","2019-08-27 04:00:00","18.000","5.000","0.400","26.000","0.990","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"CM0010","2019-08-27 04:00:00","68.000","0.000","0.000","25.600","-99.000","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.600",""
"C0K500","2019-08-27 04:00:00","12.000","24.000","0.800","26.800","0.980","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.800",""
"C0X260","2019-08-27 04:00:00","39.000","79.000","1.300","26.200","0.940","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0ACA0","2019-08-27 04:00:00","25.000","0.000","0.000","28.300","0.760","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.300",""
"C0X180","2019-08-27 04:00:00","62.000","0.000","0.000","25.800","0.990","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.700",""
"C0F930","2019-08-27 04:00:00","100.000","112.000","0.400","26.700","1.000","998.400","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.400",""
"C0I010","2019-08-27 04:00:00","1562.000","82.000","0.500","17.600","0.620","848.100","-99.000","0.000","-99.000","-99.000","-99.000","18.800","","16.900",""
"C0R190","2019-08-27 04:00:00","32.000","28.000","0.300","25.300","0.990","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.800",""
"C0E420","2019-08-27 04:00:00","19.000","0.000","0.000","26.100","0.900","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.800",""
"C0W160","2019-08-27 04:00:00","49.000","204.000","2.400","26.600","0.970","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.600",""
"C0I460","2019-08-27 04:00:00","110.000","215.000","0.300","25.900","0.980","997.200","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.900",""
"C0A9F0","2019-08-27 04:00:00","35.000","0.000","0.000","27.600","0.910","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.600",""
"C0F9A0","2019-08-27 04:00:00","425.000","0.000","0.000","24.000","0.960","962.000","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0O950","2019-08-27 04:00:00","4.000","0.000","0.000","27.000","0.960","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.800",""
"C0M760","2019-08-27 04:00:00","40.000","119.000","0.900","25.900","0.990","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.800",""
"C0AH70","2019-08-27 04:00:00","34.000","0.000","0.000","28.500","0.680","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","28.500",""
"C0V250","2019-08-27 04:00:00","298.000","0.000","0.000","22.100","0.990","976.900","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","22.100",""
"C0U980","2019-08-27 04:00:00","573.000","149.000","3.800","23.600","1.000","948.300","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.500",""
"C0S740","2019-08-27 04:00:00","289.000","343.000","0.700","23.400","0.970","979.900","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.400",""
"C0A940","2019-08-27 04:00:00","49.000","0.000","0.000","25.100","0.970","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0A920","2019-08-27 04:00:00","196.000","117.000","1.000","24.700","1.000","987.200","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.700",""
"C0T870","2019-08-27 04:00:00","135.000","0.000","0.000","22.600","0.990","995.900","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","22.500",""
"C0O930","2019-08-27 04:00:00","69.000","0.000","0.000","23.500","1.000","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.500",""
"C0C460","2019-08-27 04:00:00","482.000","0.000","0.000","22.400","0.890","957.600","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","21.900",""
"C0E520","2019-08-27 04:00:00","320.000","0.000","0.200","23.800","1.000","974.800","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.800",""
"C0T9D0","2019-08-27 04:00:00","7.000","0.000","0.000","24.400","-99.000","1010.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.300",""
"C0I390","2019-08-27 04:00:00","1184.000","103.000","1.500","17.000","0.930","885.400","-99.000","0.000","-99.000","-99.000","-99.000","19.800","","17.000",""
"C0B020","2019-08-27 04:00:00","86.000","106.000","3.400","27.700","0.990","998.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.600",""
"CM0170","2019-08-27 04:00:00","106.000","81.000","1.500","24.900","0.970","998.500","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.900",""
"C0F860","2019-08-27 04:00:00","2215.000","81.000","0.500","12.300","0.740","782.500","-99.000","0.000","-99.000","-99.000","-99.000","13.300","","11.700",""
"C0U890","2019-08-27 04:00:00","116.000","244.000","1.900","25.300","0.990","998.700","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.100",""
"C0G800","2019-08-27 04:00:00","15.000","0.000","0.000","26.800","0.990","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.800",""
"C0F850","2019-08-27 04:00:00","379.000","0.000","0.000","23.100","0.990","967.100","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.100",""
"C0AH50","2019-08-27 04:00:00","275.000","138.000","0.500","25.900","0.990","979.100","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.800",""
"C0Z160","2019-08-27 04:00:00","124.000","212.000","0.300","24.800","0.930","998.100","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","18.900",""
"C0R540","2019-08-27 04:00:00","17.000","60.000","1.500","26.200","0.900","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.000",""
"C0K480","2019-08-27 04:00:00","56.000","43.000","1.000","26.200","0.940","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.200",""
"C0H890","2019-08-27 04:00:00","440.000","0.000","0.000","23.700","0.960","960.500","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.700",""
"C0S770","2019-08-27 04:00:00","375.000","64.000","1.100","24.800","0.960","968.900","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.600",""
"C0X230","2019-08-27 04:00:00","29.000","27.000","0.500","26.500","0.930","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.200",""
"C0B010","2019-08-27 04:00:00","38.000","231.000","1.000","26.100","0.930","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.100",""
"C0R490","2019-08-27 04:00:00","49.000","0.000","0.000","26.100","0.950","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.900",""
"C0V440","2019-08-27 04:00:00","27.000","0.000","0.100","25.600","0.870","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.600",""
"C0SA40","2019-08-27 04:00:00","200.000","0.000","0.200","24.900","0.940","989.300","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.600",""
"C0Z280","2019-08-27 04:00:00","224.000","150.000","0.900","24.000","0.990","987.100","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.900",""
"C0Z070","2019-08-27 04:00:00","247.000","143.000","0.600","24.000","0.990","983.500","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.700",""
"C0T9N0","2019-08-27 04:00:00","261.000","339.000","0.700","24.300","0.930","982.500","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0K470","2019-08-27 04:00:00","97.000","0.000","0.000","24.800","0.990","998.400","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.800",""
"C0H9C0","2019-08-27 04:00:00","3402.000","122.000","2.400","8.800","0.430","679.100","-99.000","0.000","-99.000","-99.000","-99.000","9.500","","7.800",""
"C0U780","2019-08-27 04:00:00","15.000","237.000","0.500","26.800","0.860","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.600",""
"C0U760","2019-08-27 04:00:00","22.000","0.000","0.000","24.400","0.990","1009.500","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.300",""
"C0X290","2019-08-27 04:00:00","10.000","62.000","1.600","27.800","0.930","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.800",""
"C0R420","2019-08-27 04:00:00","504.000","56.000","2.400","23.400","-99.000","949.800","-99.000","11.500","-99.000","-99.000","-99.000","23.800","","23.300",""
"C0E830","2019-08-27 04:00:00","37.000","95.000","1.500","27.000","0.890","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.000",""
"C0K330","2019-08-27 04:00:00","38.000","42.000","0.700","26.700","0.920","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.700",""
"C0M660","2019-08-27 04:00:00","40.000","51.000","1.100","26.200","0.950","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.200",""
"C0D580","2019-08-27 04:00:00","120.000","0.000","0.000","24.400","0.990","996.000","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0E810","2019-08-27 04:00:00","53.000","155.000","0.300","25.100","0.990","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.800",""
"C0G830","2019-08-27 04:00:00","27.000","32.000","0.800","26.900","1.000","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.900",""
"C0A550","2019-08-27 04:00:00","422.000","0.000","0.000","24.700","1.000","964.500","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.700",""
"C0G750","2019-08-27 04:00:00","31.000","22.000","0.800","26.800","0.940","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.800",""
"C0Z270","2019-08-27 04:00:00","343.000","0.000","0.000","24.500","0.980","973.300","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.000",""
"C0UA30","2019-08-27 04:00:00","1397.000","0.000","0.000","18.400","0.990","861.100","-99.000","0.000","-99.000","-99.000","-99.000","19.000","","18.200",""
"C0I080","2019-08-27 04:00:00","536.000","0.000","0.000","22.800","0.920","953.500","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","22.800",""
"C0UA00","2019-08-27 04:00:00","392.000","280.000","0.500","22.500","0.990","967.900","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","22.500",""
"C0AD40","2019-08-27 04:00:00","32.000","167.000","0.800","25.000","0.940","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.900",""
"C0S660","2019-08-27 04:00:00","794.000","211.000","1.000","18.900","0.930","926.000","-99.000","0.000","-99.000","-99.000","-99.000","22.100","","18.900",""
"C0M640","2019-08-27 04:00:00","155.000","0.000","0.000","26.300","0.970","991.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0UA10","2019-08-27 04:00:00","1711.000","319.000","1.600","14.800","1.000","833.100","-99.000","0.000","-99.000","-99.000","-99.000","16.700","","14.600",""
"C0V770","2019-08-27 04:00:00","26.000","64.000","0.700","26.600","0.990","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.400",""
"C0E730","2019-08-27 04:00:00","26.000","140.000","0.700","26.000","0.910","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.900",""
"C0V810","2019-08-27 04:00:00","32.000","62.000","1.200","27.200","0.940","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.200",""
"C0A9C0","2019-08-27 04:00:00","35.000","0.000","0.200","26.800","0.820","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","26.700",""
"C0X310","2019-08-27 04:00:00","9.000","27.000","1.600","27.800","0.920","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.700",""
"C0K280","2019-08-27 04:00:00","23.000","9.000","1.000","26.900","0.970","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.700",""
"C0M650","2019-08-27 04:00:00","20.000","63.000","0.600","26.600","0.930","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0S910","2019-08-27 04:00:00","212.000","170.000","1.700","26.300","0.960","987.400","-99.000","0.000","7.500","216.000","","26.400","","26.000",""
"C0D570","2019-08-27 04:00:00","15.000","0.000","0.000","25.900","1.000","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.800",""
"C0M710","2019-08-27 04:00:00","15.000","11.000","0.300","27.300","0.920","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.200",""
"C0V490","2019-08-27 04:00:00","20.000","344.000","0.900","28.000","0.990","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.000",""
"C0E870","2019-08-27 04:00:00","34.000","104.000","0.900","25.800","0.990","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0M800","2019-08-27 04:00:00","440.000","109.000","0.700","22.900","0.920","961.300","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","22.800",""
"C0A570","2019-08-27 04:00:00","360.000","0.000","0.000","22.600","0.980","970.900","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.600",""
"C0S790","2019-08-27 04:00:00","236.000","352.000","1.000","24.400","0.970","985.800","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.300",""
"C0D590","2019-08-27 04:00:00","143.000","126.000","0.400","25.400","0.990","994.700","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.200",""
"C0U990","2019-08-27 04:00:00","31.000","237.000","0.300","26.100","0.880","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.000",""
"C0M700","2019-08-27 04:00:00","150.000","79.000","0.900","24.200","0.970","993.300","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0A970","2019-08-27 04:00:00","96.000","187.000","6.400","25.700","0.990","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"CM0110","2019-08-27 04:00:00","7.000","106.000","0.900","27.300","0.860","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.300",""
"C0S940","2019-08-27 04:00:00","150.000","330.000","0.800","25.700","0.900","994.100","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0X250","2019-08-27 04:00:00","33.000","42.000","0.700","26.700","0.960","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.600",""
"C0K520","2019-08-27 04:00:00","10.000","7.000","0.600","27.000","0.950","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.000",""
"C0Z200","2019-08-27 04:00:00","153.000","291.000","0.800","24.000","0.990","994.800","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.500",""
"C0V740","2019-08-27 04:00:00","60.000","1.000","1.500","25.100","0.980","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.000",""
"C0V790","2019-08-27 04:00:00","410.000","42.000","2.700","22.800","0.940","963.500","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","22.800",""
"C0G860","2019-08-27 04:00:00","45.000","53.000","0.500","27.100","0.920","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.000",""
"C0F0A0","2019-08-27 04:00:00","3587.000","263.000","1.400","7.000","0.450","666.700","-99.000","0.000","7.400","232.000","","8.200","","5.900",""
"C0Z250","2019-08-27 04:00:00","1124.000","0.000","0.000","19.100","0.990","890.100","-99.000","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0K440","2019-08-27 04:00:00","35.000","20.000","0.800","26.500","0.940","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.500",""
"C0T900","2019-08-27 04:00:00","160.000","0.000","0.000","23.500","0.870","991.700","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.500",""
"C0F9V0","2019-08-27 04:00:00","525.000","199.000","0.300","23.500","0.920","954.600","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.500",""
"C0UA20","2019-08-27 04:00:00","2619.000","193.000","1.500","12.300","0.460","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","12.900","","10.700",""
"C0M850","2019-08-27 04:00:00","695.000","73.000","1.200","21.900","0.970","932.300","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0G790","2019-08-27 04:00:00","27.000","0.000","0.000","26.000","1.000","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.000",""
"C0C620","2019-08-27 04:00:00","19.000","160.000","0.700","25.800","0.960","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.900",""
"C0I360","2019-08-27 04:00:00","300.000","33.000","0.700","24.900","0.910","975.500","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.700",""
"C0M810","2019-08-27 04:00:00","1354.000","191.000","1.500","18.000","0.920","864.900","-99.000","0.000","-99.000","-99.000","-99.000","19.300","","17.900",""
"C0AC80","2019-08-27 04:00:00","40.000","0.000","0.000","24.900","0.930","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","24.900",""
"CM0140","2019-08-27 04:00:00","26.000","353.000","0.500","26.900","0.790","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.900",""
"C0SA20","2019-08-27 04:00:00","857.000","349.000","2.200","21.400","1.000","917.300","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","21.400",""
"C0K490","2019-08-27 04:00:00","91.000","97.000","0.900","25.600","0.900","998.900","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.500",""
"C0V820","2019-08-27 04:00:00","441.000","57.000","0.800","22.500","0.960","962.500","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.500",""
"C0S810","2019-08-27 04:00:00","65.000","335.000","1.900","25.800","0.930","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.500",""
"C0R580","2019-08-27 04:00:00","10.000","19.000","1.200","26.200","1.000","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.100",""
"C0Z330","2019-08-27 04:00:00","488.000","0.000","0.200","22.700","0.990","958.900","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.400",""
"C0E590","2019-08-27 04:00:00","40.000","104.000","1.300","25.000","0.990","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.000",""
"C0D540","2019-08-27 04:00:00","227.000","190.000","0.300","23.700","0.980","985.400","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.600",""
"C0K420","2019-08-27 04:00:00","42.000","52.000","0.700","26.000","0.960","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.000",""
"C0Z180","2019-08-27 04:00:00","34.000","0.000","0.000","25.500","0.910","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.500",""
"C0AD10","2019-08-27 04:00:00","27.000","73.000","0.800","27.500","0.770","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","27.400",""
"C0M720","2019-08-27 04:00:00","225.000","79.000","0.600","25.400","0.860","984.100","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0V450","2019-08-27 04:00:00","51.000","26.000","1.200","25.700","0.990","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.700",""
"C0R280","2019-08-27 04:00:00","242.000","57.000","1.400","24.900","-99.000","981.900","-99.000","2.500","-99.000","-99.000","-99.000","25.300","","24.600",""
"C0E610","2019-08-27 04:00:00","850.000","0.000","0.000","21.900","0.860","918.200","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","21.800",""
"C0V610","2019-08-27 04:00:00","22.000","44.000","1.100","27.400","0.880","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.400",""
"C0Z310","2019-08-27 04:00:00","59.000","3.000","1.100","25.600","0.990","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.200",""
