"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A560","2019-08-27 08:00:00","405.000","0.000","0.000","24.800","0.990","965.200","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","21.500",""
"C0X190","2019-08-27 08:00:00","10.000","16.000","2.900","28.800","0.990","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.000",""
"C0S950","2019-08-27 08:00:00","415.000","36.000","1.700","25.700","0.910","965.200","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","23.000",""
"C0A880","2019-08-27 08:00:00","6.000","165.000","2.100","27.900","0.830","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.500",""
"C0I530","2019-08-27 08:00:00","3014.000","65.000","1.600","13.600","0.460","705.300","-99.000","0.000","9.700","114.000","","13.600","","10.000",""
"C0M670","2019-08-27 08:00:00","43.000","19.000","1.400","28.400","0.820","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.500",""
"C0Z061","2019-08-27 08:00:00","174.000","190.000","0.500","28.400","0.770","995.500","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","23.300",""
"C0M730","2019-08-27 08:00:00","40.000","352.000","0.700","30.100","0.900","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.600",""
"C0U750","2019-08-27 08:00:00","398.000","183.000","4.200","24.100","1.000","967.000","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.200",""
"C0A650","2019-08-27 08:00:00","287.000","26.000","0.900","27.900","0.870","978.400","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","24.200",""
"C0K400","2019-08-27 08:00:00","65.000","41.000","1.200","28.300","0.870","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","25.400",""
"C0I370","2019-08-27 08:00:00","671.000","44.000","0.400","25.000","0.790","937.100","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","21.200",""
"C0S750","2019-08-27 08:00:00","2280.000","0.000","0.000","18.500","0.470","776.100","-99.000","0.000","-99.000","-99.000","-99.000","18.500","","9.600",""
"C0R650","2019-08-27 08:00:00","29.000","44.000","0.800","29.200","0.780","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","25.700",""
"C0E740","2019-08-27 08:00:00","27.000","96.000","0.300","29.900","0.810","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.300",""
"C0AI20","2019-08-27 08:00:00","25.000","41.000","2.000","28.400","0.870","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.300",""
"C0E550","2019-08-27 08:00:00","84.000","136.000","0.300","29.400","0.850","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.900",""
"C0X060","2019-08-27 08:00:00","19.000","26.000","2.300","28.900","0.820","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.800",""
"C0R510","2019-08-27 08:00:00","31.000","57.000","1.100","29.700","0.750","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","26.600",""
"C0AC60","2019-08-27 08:00:00","55.000","0.000","0.000","28.200","0.810","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.000",""
"C0UA70","2019-08-27 08:00:00","547.000","156.000","2.000","23.800","0.990","951.000","-99.000","0.500","7.800","146.000","","24.300","","23.600",""
"C0G740","2019-08-27 08:00:00","24.000","356.000","1.400","28.400","0.860","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","26.600",""
"C0F9N0","2019-08-27 08:00:00","75.000","0.000","0.200","30.200","0.720","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.300",""
"C0F9T0","2019-08-27 08:00:00","111.000","351.000","1.800","29.100","0.750","997.600","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.000",""
"C0S710","2019-08-27 08:00:00","382.000","5.000","2.100","25.000","0.770","970.400","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","22.400",""
"C0M680","2019-08-27 08:00:00","37.000","22.000","0.800","29.100","0.830","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","25.900",""
"C0X220","2019-08-27 08:00:00","26.000","174.000","2.200","28.200","0.830","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.500",""
"C0R560","2019-08-27 08:00:00","22.000","56.000","0.400","29.900","0.770","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","26.100",""
"C0F9P0","2019-08-27 08:00:00","26.000","57.000","0.900","29.300","0.830","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.800",""
"C0O970","2019-08-27 08:00:00","71.000","50.000","1.300","29.200","0.900","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.300",""
"C0F0B0","2019-08-27 08:00:00","311.000","37.000","1.900","26.200","0.780","975.500","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","22.900",""
"C0R620","2019-08-27 08:00:00","34.000","60.000","2.400","29.000","0.800","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.300",""
"C0C660","2019-08-27 08:00:00","176.000","354.000","0.500","27.800","0.790","990.700","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","24.900",""
"C0SA10","2019-08-27 08:00:00","411.000","52.000","0.500","26.200","0.870","966.400","-99.000","-99.000","-99.000","-99.000","-99.000","26.200","","23.100",""
"C0M740","2019-08-27 08:00:00","15.000","9.000","1.000","28.600","0.850","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.000",""
"C0K460","2019-08-27 08:00:00","60.000","31.000","1.500","28.100","0.790","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.100",""
"C0X100","2019-08-27 08:00:00","10.000","1.000","2.700","29.400","0.850","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.800",""
"C1R440","2019-08-27 08:00:00","1654.000","43.000","7.300","17.000","1.000","833.900","-99.000","0.000","14.900","41.000","","17.500","","16.600",""
"C0K560","2019-08-27 08:00:00","117.000","6.000","0.700","28.700","0.750","997.100","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","24.300",""
"C0R150","2019-08-27 08:00:00","105.000","115.000","1.100","27.800","0.990","996.900","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","24.600",""
"C0S690","2019-08-27 08:00:00","522.000","22.000","2.500","26.900","0.860","954.000","-99.000","-99.000","-99.000","-99.000","-99.000","27.300","","22.600",""
"C0U870","2019-08-27 08:00:00","474.000","0.000","0.200","25.000","0.910","959.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","23.000",""
"C0A520","2019-08-27 08:00:00","48.000","0.000","0.000","29.300","0.760","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","25.500",""
"C0X130","2019-08-27 08:00:00","27.000","25.000","2.000","29.600","0.950","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.900",""
"C0V400","2019-08-27 08:00:00","56.000","45.000","2.600","28.700","0.840","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","25.800",""
"C0UA40","2019-08-27 08:00:00","1121.000","32.000","1.900","22.500","0.910","890.000","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","19.300",""
"C0G720","2019-08-27 08:00:00","50.000","327.000","1.500","28.100","0.840","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","26.400",""
"C0G890","2019-08-27 08:00:00","24.000","11.000","2.400","30.200","0.850","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","27.400",""
"C0I540","2019-08-27 08:00:00","3344.000","133.000","7.100","11.000","0.480","686.000","-99.000","-99.000","12.400","138.000","","11.000","","6.300",""
"C0K390","2019-08-27 08:00:00","31.000","29.000","1.400","28.600","0.830","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.500",""
"C0T9A0","2019-08-27 08:00:00","498.000","145.000","0.600","24.800","0.990","957.000","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","21.800",""
"C0AH40","2019-08-27 08:00:00","426.000","175.000","1.200","28.100","0.750","963.300","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","24.700",""
"C0X280","2019-08-27 08:00:00","22.000","52.000","2.700","28.600","0.850","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.800",""
"C0V620","2019-08-27 08:00:00","18.000","17.000","2.300","29.100","0.840","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","26.300",""
"C0H960","2019-08-27 08:00:00","120.000","199.000","1.200","28.000","0.930","995.000","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","25.400",""
"C0M530","2019-08-27 08:00:00","1385.000","111.000","1.200","18.400","0.930","867.800","-99.000","0.000","-99.000","-99.000","-99.000","19.100","","16.800",""
"C0R170","2019-08-27 08:00:00","26.000","14.000","0.700","29.100","1.000","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","24.900",""
"C0I420","2019-08-27 08:00:00","305.000","57.000","0.800","26.800","0.690","976.000","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","23.700",""
"C0A640","2019-08-27 08:00:00","241.000","130.000","0.300","27.100","0.810","985.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","24.200",""
"C0A930","2019-08-27 08:00:00","216.000","131.000","1.500","28.300","1.000","984.800","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","23.100",""
"C0F9M0","2019-08-27 08:00:00","230.000","46.000","1.100","27.600","0.770","984.000","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","24.400",""
"C0AC40","2019-08-27 08:00:00","1079.000","113.000","4.000","21.900","0.990","893.100","-99.000","0.500","-99.000","-99.000","-99.000","21.900","","20.000",""
"C0AI00","2019-08-27 08:00:00","188.000","75.000","0.500","31.500","0.710","989.300","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.200",""
"C0T9M0","2019-08-27 08:00:00","92.000","0.000","0.200","29.800","0.800","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.700",""
"C0K430","2019-08-27 08:00:00","30.000","3.000","0.900","28.600","0.870","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.200",""
"C0Z170","2019-08-27 08:00:00","199.000","77.000","1.200","27.300","0.810","991.400","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","23.800",""
"C0Z100","2019-08-27 08:00:00","36.000","208.000","0.900","28.400","0.780","1009.500","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","24.300",""
"C0U710","2019-08-27 08:00:00","1942.000","145.000","0.600","19.500","0.490","809.900","-99.000","0.000","-99.000","-99.000","-99.000","19.500","","16.000",""
"C0SA30","2019-08-27 08:00:00","92.000","35.000","3.100","27.900","0.830","1002.500","-99.000","-99.000","-99.000","-99.000","-99.000","28.500","","25.400",""
"C0V500","2019-08-27 08:00:00","6.000","16.000","1.000","28.800","0.870","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.400",""
"CM0160","2019-08-27 08:00:00","196.000","0.000","0.100","27.800","0.790","993.000","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","23.900",""
"C0V350","2019-08-27 08:00:00","36.000","49.000","0.500","30.000","0.730","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","24.600",""
"C0W120","2019-08-27 08:00:00","58.000","2.000","1.400","27.100","0.930","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.400",""
"C0R470","2019-08-27 08:00:00","103.000","358.000","1.100","28.900","0.740","998.500","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","24.900",""
"C0M770","2019-08-27 08:00:00","164.000","314.000","0.400","28.300","0.870","990.900","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","24.800",""
"C0S930","2019-08-27 08:00:00","248.000","161.000","0.400","27.100","0.760","984.500","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","23.500",""
"C0A9B0","2019-08-27 08:00:00","7.000","0.000","0.000","30.300","0.640","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.100",""
"C0F9Y0","2019-08-27 08:00:00","3313.000","205.000","4.800","11.000","0.460","689.900","-99.000","0.000","13.000","220.000","","11.000","","7.500",""
"C0E790","2019-08-27 08:00:00","344.000","52.000","0.400","27.300","0.890","971.200","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","23.400",""
"C0O810","2019-08-27 08:00:00","161.000","3.000","0.700","29.600","0.810","994.500","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","23.900",""
"C0R520","2019-08-27 08:00:00","18.000","65.000","0.900","29.200","0.760","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","25.800",""
"C0G880","2019-08-27 08:00:00","92.000","318.000","1.600","28.400","0.770","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.000",""
"C0X270","2019-08-27 08:00:00","33.000","12.000","1.200","28.000","0.960","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","24.500",""
"C0R260","2019-08-27 08:00:00","76.000","0.000","0.000","28.300","0.850","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","24.500",""
"C0U950","2019-08-27 08:00:00","1012.000","127.000","11.300","21.300","1.000","901.800","-99.000","3.000","-99.000","-99.000","-99.000","21.800","","20.900",""
"C0O860","2019-08-27 08:00:00","38.000","350.000","1.300","29.400","0.920","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.600",""
"C0S980","2019-08-27 08:00:00","901.000","312.000","1.400","21.900","1.000","913.000","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","21.200",""
"C0X110","2019-08-27 08:00:00","20.000","28.000","2.400","29.900","0.850","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","28.100",""
"C0V310","2019-08-27 08:00:00","46.000","249.000","0.800","27.900","0.750","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","24.400",""
"C0G620","2019-08-27 08:00:00","110.000","150.000","0.900","29.600","0.850","998.200","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","24.700",""
"C0AD50","2019-08-27 08:00:00","84.000","149.000","0.500","28.700","0.880","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","25.200",""
"C0A9A0","2019-08-27 08:00:00","24.000","114.000","2.400","30.400","0.680","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","27.100",""
"C0O830","2019-08-27 08:00:00","127.000","0.000","0.200","29.500","0.780","995.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","23.800",""
"C0S760","2019-08-27 08:00:00","1621.000","168.000","0.800","18.600","0.950","840.800","-99.000","0.000","-99.000","-99.000","-99.000","18.900","","15.900",""
"C0X160","2019-08-27 08:00:00","26.000","12.000","2.600","29.400","0.800","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","26.700",""
"C0C490","2019-08-27 08:00:00","157.000","138.000","0.800","28.500","0.700","992.500","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.400",""
"C0F970","2019-08-27 08:00:00","145.000","7.000","1.100","28.300","0.770","992.700","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","25.200",""
"C0M690","2019-08-27 08:00:00","33.000","2.000","1.400","28.500","0.830","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.900",""
"C0V690","2019-08-27 08:00:00","30.000","57.000","1.600","-99.000","0.790","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z210","2019-08-27 08:00:00","126.000","153.000","0.700","25.700","0.990","999.100","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.100",""
"C0U770","2019-08-27 08:00:00","5.000","311.000","1.900","27.200","0.760","1011.100","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","24.600",""
"C0Z080","2019-08-27 08:00:00","298.000","169.000","0.600","26.600","0.890","978.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","22.700",""
"C0G640","2019-08-27 08:00:00","17.000","30.000","0.600","30.300","0.800","1009.800","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","25.800",""
"C0X200","2019-08-27 08:00:00","61.000","265.000","0.400","27.800","0.900","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","24.600",""
"C0U900","2019-08-27 08:00:00","63.000","191.000","0.900","28.800","0.730","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","25.300",""
"C0Z230","2019-08-27 08:00:00","31.000","292.000","1.500","28.500","0.650","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.600",""
"C0F9O0","2019-08-27 08:00:00","175.000","93.000","0.700","30.000","0.830","990.400","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.900",""
"C0C540","2019-08-27 08:00:00","46.000","160.000","0.500","29.900","0.710","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.100",""
"C0G770","2019-08-27 08:00:00","15.000","40.000","1.900","30.300","0.890","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.300",""
"C0V670","2019-08-27 08:00:00","20.000","347.000","2.400","29.400","0.780","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","27.100",""
"C0A870","2019-08-27 08:00:00","685.000","130.000","2.800","26.100","0.830","933.700","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","22.000",""
"C0R220","2019-08-27 08:00:00","23.000","87.000","0.900","29.600","0.810","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.700",""
"C0Z220","2019-08-27 08:00:00","589.000","265.000","0.300","24.400","0.740","948.100","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","21.100",""
"C0D560","2019-08-27 08:00:00","147.000","65.000","0.900","29.100","0.710","994.100","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","25.000",""
"C0I380","2019-08-27 08:00:00","258.000","102.000","2.500","26.900","0.700","979.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","23.300",""
"C0Z020","2019-08-27 08:00:00","211.000","15.000","2.500","25.600","0.900","987.600","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","22.700",""
"C0Z190","2019-08-27 08:00:00","62.000","8.000","0.400","29.400","0.670","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.900",""
"C0C710","2019-08-27 08:00:00","143.000","334.000","0.600","27.000","0.760","994.200","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","23.300",""
"C0D360","2019-08-27 08:00:00","523.000","0.000","0.000","24.900","0.850","951.400","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","21.200",""
"C0C680","2019-08-27 08:00:00","228.000","130.000","1.500","28.500","0.700","983.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.000",""
"C0X140","2019-08-27 08:00:00","17.000","44.000","2.200","29.600","0.830","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","27.000",""
"C0V710","2019-08-27 08:00:00","34.000","358.000","0.900","29.800","0.740","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","27.400",""
"C0G840","2019-08-27 08:00:00","32.000","15.000","0.300","28.700","0.880","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","25.700",""
"C0S890","2019-08-27 08:00:00","238.000","15.000","0.800","27.400","0.750","988.000","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","23.200",""
"C0T820","2019-08-27 08:00:00","550.000","0.000","0.200","21.900","0.860","955.200","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","19.500",""
"C0F9I0","2019-08-27 08:00:00","194.000","63.000","1.200","28.100","0.780","988.000","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","25.500",""
"C0C650","2019-08-27 08:00:00","208.000","207.000","0.500","26.600","0.770","986.800","-99.000","0.500","-99.000","-99.000","-99.000","26.900","","23.000",""
"C0R600","2019-08-27 08:00:00","766.000","104.000","0.800","-99.000","-99.000","926.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z320","2019-08-27 08:00:00","646.000","66.000","0.900","25.800","0.680","941.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","18.700",""
"C0V210","2019-08-27 08:00:00","734.000","213.000","0.500","23.200","0.690","930.700","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","18.300",""
"C0K240","2019-08-27 08:00:00","1132.000","209.000","1.300","22.500","0.870","890.800","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","19.200",""
"C0M520","2019-08-27 08:00:00","15.000","25.000","1.600","28.400","0.850","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.600",""
"C0A530","2019-08-27 08:00:00","300.000","170.000","2.000","27.700","0.860","977.100","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","24.800",""
"C0E820","2019-08-27 08:00:00","220.000","0.000","0.200","27.900","0.770","985.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","23.000",""
"C0K450","2019-08-27 08:00:00","35.000","18.000","1.400","28.600","0.780","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.000",""
"C0G760","2019-08-27 08:00:00","53.000","354.000","0.400","29.200","0.990","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","25.200",""
"CM0120","2019-08-27 08:00:00","4.000","0.000","0.200","28.900","0.800","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.400",""
"C0Z290","2019-08-27 08:00:00","946.000","0.000","0.100","23.300","0.940","909.400","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","19.300",""
"C0F9U0","2019-08-27 08:00:00","74.000","223.000","1.300","28.400","0.860","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","26.700",""
"C0V530","2019-08-27 08:00:00","34.000","43.000","2.000","28.800","1.000","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","25.800",""
"C0R550","2019-08-27 08:00:00","38.000","166.000","1.200","28.700","0.790","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","24.600",""
"C0A950","2019-08-27 08:00:00","60.000","165.000","4.000","28.200","0.830","1004.500","-99.000","0.000","9.300","145.000","","28.200","","26.400",""
"C0R160","2019-08-27 08:00:00","45.000","32.000","1.200","28.100","0.990","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","24.900",""
"C0F9S0","2019-08-27 08:00:00","43.000","270.000","1.300","28.100","0.830","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.300",""
"C0M820","2019-08-27 08:00:00","980.000","159.000","0.700","20.600","0.750","904.400","-99.000","0.000","-99.000","-99.000","-99.000","21.600","","18.100",""
"C0G870","2019-08-27 08:00:00","12.000","15.000","1.200","29.500","0.900","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.700",""
"C0R530","2019-08-27 08:00:00","16.000","84.000","1.600","28.700","0.680","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.400",""
"C0O840","2019-08-27 08:00:00","134.000","10.000","0.900","28.200","1.000","993.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","24.600",""
"C0A890","2019-08-27 08:00:00","40.000","0.000","0.200","28.500","1.000","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","26.400",""
"C0A660","2019-08-27 08:00:00","97.000","0.000","0.100","28.800","1.000","999.100","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","25.800",""
"C0T9H0","2019-08-27 08:00:00","725.000","122.000","1.300","26.600","0.940","933.300","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","21.500",""
"C0R270","2019-08-27 08:00:00","51.000","125.000","1.000","29.400","0.860","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.700",""
"C0O980","2019-08-27 08:00:00","18.000","15.000","1.800","30.100","0.810","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.200",""
"C0T9I0","2019-08-27 08:00:00","152.000","0.000","0.000","28.500","0.730","995.900","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","24.000",""
"C0V760","2019-08-27 08:00:00","30.000","36.000","2.100","29.300","0.800","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.500",""
"C0AG90","2019-08-27 08:00:00","25.000","113.000","1.100","30.600","0.640","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","26.300",""
"C0R570","2019-08-27 08:00:00","37.000","16.000","1.500","28.800","-99.000","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","25.600",""
"C0O900","2019-08-27 08:00:00","9.000","7.000","2.300","29.300","0.950","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","25.700",""
"C0AD00","2019-08-27 08:00:00","86.000","354.000","1.100","29.900","0.740","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.300",""
"C0V700","2019-08-27 08:00:00","24.000","22.000","2.400","29.500","0.750","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.900",""
"C0AH00","2019-08-27 08:00:00","38.000","343.000","0.600","29.000","0.830","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.600",""
"C0X080","2019-08-27 08:00:00","2.000","21.000","2.600","29.000","0.870","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","26.100",""
"CM0150","2019-08-27 08:00:00","11.000","12.000","0.800","28.200","0.720","1010.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","25.700",""
"C0I480","2019-08-27 08:00:00","2165.000","281.000","0.600","21.600","0.290","790.500","-99.000","0.000","-99.000","-99.000","-99.000","21.700","","11.200",""
"C0A860","2019-08-27 08:00:00","362.000","201.000","1.900","28.300","0.740","970.200","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","23.500",""
"C0U940","2019-08-27 08:00:00","25.000","294.000","0.400","29.000","0.710","1009.500","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","24.400",""
"C0S970","2019-08-27 08:00:00","19.000","72.000","4.100","28.600","0.800","1009.000","-99.000","0.500","-99.000","-99.000","-99.000","29.100","","26.200",""
"C0V260","2019-08-27 08:00:00","126.000","25.000","1.300","28.500","0.700","995.600","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","24.200",""
"C0H990","2019-08-27 08:00:00","3076.000","46.000","0.400","12.000","0.540","709.100","-99.000","0.000","-99.000","-99.000","-99.000","12.000","","7.500",""
"C0F9K0","2019-08-27 08:00:00","30.000","39.000","2.000","29.100","0.800","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","26.500",""
"C0AH90","2019-08-27 08:00:00","660.000","74.000","0.400","23.500","0.990","941.000","-99.000","0.500","-99.000","-99.000","-99.000","23.500","","20.600",""
"C0W150","2019-08-27 08:00:00","42.000","0.000","0.200","30.300","0.800","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.600",""
"C0F000","2019-08-27 08:00:00","273.000","15.000","1.200","26.900","1.000","978.100","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","24.400",""
"C0K410","2019-08-27 08:00:00","20.000","15.000","1.800","28.200","0.880","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.700",""
"C0R140","2019-08-27 08:00:00","740.000","0.000","0.000","23.500","0.900","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","21.900",""
"C0V800","2019-08-27 08:00:00","256.000","135.000","0.300","28.300","0.640","979.300","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","23.200",""
